user_id,amount,hour,location_change,device_change,txn_count_1h,is_fraud
2449,1648.954695212034,1,1,1,2,1
471,0.6660466624447945,13,1,0,4,1
1949,242.63120494164897,15,1,0,2,1
3900,940.6319697045504,13,1,0,4,1
2011,109.60899278595059,3,0,0,1,0
3801,286.65321512102815,1,0,0,2,0
4119,527.400928755699,15,1,1,3,1
3797,1122.8397782823345,7,1,0,0,1
3989,2509.390052992954,0,1,1,2,1
235,284.7144215448562,17,0,0,1,0
929,2678.505330475235,21,1,0,3,1
3608,3862.880899859044,8,0,0,4,0
523,2108.112246957916,11,1,1,2,1
3524,89.42095523658519,4,0,1,0,1
4527,1161.972950321427,20,1,1,1,1
4889,2158.0076053352036,2,0,0,1,0
1630,7680.626884998578,7,1,1,1,1
4629,6065.140598805503,21,0,0,2,0
1317,1007.3794712363704,15,1,1,1,1
2858,1913.866486177362,17,1,0,0,1
1125,4429.425874790346,11,1,1,0,1
2588,3556.2605092449953,11,0,0,2,0
1024,1305.6304551738358,20,0,1,1,1
1379,605.5679509940156,3,0,0,2,0
3375,294.9128156279155,9,0,0,1,0
1520,1338.7837901815078,8,1,1,1,1
227,2566.3630416573715,3,1,1,1,1
4969,6997.821967019068,23,1,1,1,1
892,3958.322446250633,0,0,1,0,1
4073,456.9176931222801,4,1,0,1,1
2258,2544.3471707877643,2,0,0,2,0
2789,682.4505396205794,10,0,1,2,1
397,2300.6909033584957,12,0,0,1,0
2079,2192.0640037109997,21,1,1,1,1
4745,636.091786636594,10,0,1,3,1
4425,534.1611501576823,5,0,0,0,0
3238,219.49081404649905,21,0,1,2,1
3894,103.72298904878181,3,0,1,0,1
2006,3910.2194957870843,6,0,0,2,0
2017,102.26954997860047,2,1,1,2,1
3172,185.85660381330658,21,0,0,0,0
2669,545.855011100424,9,0,1,2,1
1879,4372.420825427619,4,0,0,0,0
1197,809.7516448087648,18,0,1,1,1
1773,425.8903575424251,17,1,0,3,1
162,2514.4342174988033,16,0,1,2,1
3977,768.5908162714968,23,1,0,1,1
1752,811.0301329407139,0,0,1,2,1
776,2686.2904098920903,4,0,1,5,1
940,579.7765168715891,20,0,1,0,1
3221,4541.398732433083,16,1,0,4,1
540,1648.4337393213007,20,1,0,2,1
4918,1543.652385391904,8,0,0,3,0
1462,615.0954828501809,10,1,1,2,1
356,3604.763453921772,21,1,1,3,1
3605,1700.7698115585374,6,1,0,1,1
3324,338.06027568136614,6,0,0,2,0
235,462.09500390774446,1,1,0,4,1
1549,1263.185873982136,13,1,0,3,1
2097,3025.0019531793164,15,1,1,3,1
4214,5603.467438635995,4,1,0,1,1
2102,2178.3061194067986,17,1,1,2,1
1674,1411.0195654183328,3,1,1,3,1
2101,577.3170380733062,11,0,0,3,0
3658,2234.7827978623823,18,0,0,2,0
4654,8061.585589050802,12,1,1,3,1
3597,1293.3765129138287,5,1,0,3,1
3749,353.8129987704278,10,0,0,2,0
3174,218.15835698635993,14,1,0,3,1
1816,627.3846712956541,20,0,1,0,1
3842,1685.3465626115856,16,1,0,3,1
2006,5867.59306434648,1,0,1,1,1
4494,710.9658324127629,12,0,0,3,0
675,728.8128567503492,22,1,1,2,1
387,1312.3952394749947,0,1,1,2,1
2159,5015.3436855310565,3,1,0,2,1
2662,1086.1985561272859,14,0,0,2,0
2065,505.2203996459825,15,0,0,0,0
3852,356.1752610021227,10,0,0,3,0
3254,1221.348527635978,2,0,0,2,0
4980,3225.6616811222557,11,0,1,1,1
4637,688.7938415259136,11,1,1,0,1
4267,1437.0228581401045,10,0,1,5,1
740,1847.6796716968852,15,0,0,1,0
1402,1197.3853213032178,20,1,1,2,1
3260,425.6198585294552,20,1,1,4,1
2278,5095.582434055726,12,0,0,3,0
3905,1666.885012395964,11,0,0,0,0
3924,2612.2649253868626,9,1,0,1,1
4215,2021.4391302655765,10,1,0,0,1
3228,12477.823843964645,17,0,0,2,1
2832,1218.7525895321774,4,0,0,3,0
3759,1106.6743858052407,19,1,1,3,1
2513,893.0113345551342,12,1,0,2,1
2152,897.6696260145935,16,1,1,2,1
3676,645.2930968827912,11,0,1,3,1
2746,7888.072524856077,16,0,1,0,1
3867,4092.5092878197747,0,0,1,2,1
3765,761.5635422159132,7,1,1,2,1
2223,728.3460967632692,15,0,0,2,0
2793,218.5897952521804,14,0,0,5,0
1698,4191.643707082326,18,1,1,2,1
3463,929.6853027106524,9,0,0,1,0
4064,1700.1419003752583,1,0,0,1,0
1525,4612.739067548905,3,1,0,4,1
4761,1048.8373457334797,3,1,1,2,1
33,3288.763221734746,19,1,1,1,1
4026,1125.240284854947,11,0,0,1,0
2567,2414.2283934577804,16,0,1,0,1
2804,1128.3979747059868,20,0,1,4,1
3897,997.6595074146844,21,0,0,2,0
3710,9357.469747905758,3,1,0,3,1
720,1895.3040014846267,7,0,0,1,0
4580,915.8060566272545,15,1,0,2,1
973,596.3255461394251,14,0,1,3,1
3719,81.15731956880776,13,1,0,0,1
4403,2452.207393549609,18,1,1,4,1
4553,930.9316515589438,10,0,0,2,0
2208,3443.580783093084,12,0,0,0,0
4427,904.6998282120883,22,1,1,1,1
4321,934.66780803137,7,1,0,1,1
3031,3020.8238931406395,22,0,0,2,0
3576,1344.5986572563477,8,1,0,1,1
3117,4323.817061524835,1,0,0,1,0
3286,1783.8585760552812,19,0,0,1,0
644,550.5712893288128,1,0,0,3,0
4712,1679.9183623735219,7,0,0,2,0
195,8.019408128635952,17,1,1,1,1
3997,749.0883748902565,23,1,0,2,1
489,466.2674256781889,21,1,1,3,1
2205,2123.719173271467,6,1,0,2,1
2658,292.45433600741063,10,1,1,1,1
3277,685.2551346521951,21,1,1,1,1
1103,804.8650849441879,19,0,1,4,1
1242,6.597326953912885,0,0,0,1,0
516,95.7909224020044,15,1,0,1,1
393,745.3941683996345,15,0,1,2,1
631,502.9740517006507,9,0,1,1,1
3717,248.64893034612925,23,1,0,1,1
1848,334.85404159066746,16,0,1,4,1
2656,3610.1388465275313,9,0,1,2,1
980,2299.7242765000788,5,0,0,4,0
4530,1323.752625407708,13,0,1,1,1
3403,4791.041266189095,14,0,1,4,1
3872,59.99654692948974,3,0,1,4,1
278,846.0414276866137,1,1,1,0,1
233,3467.551590397314,18,0,0,0,0
1553,1979.2771875830113,12,1,0,3,1
3271,8000.335629963733,11,0,1,0,1
2410,5783.282364924943,20,0,0,1,0
3513,372.5205854606421,22,1,1,4,1
26,7150.172981463618,12,0,0,3,0
461,5820.386111701222,14,1,0,5,1
3765,935.5672148732364,1,0,0,0,0
3432,8135.049892639612,7,1,0,0,1
3484,73.00465945059317,2,1,0,2,1
1995,2162.0392319492144,0,0,0,4,0
491,618.8952777051251,23,0,1,1,1
1073,277.29025465985296,10,1,0,0,1
3174,1723.2969963812695,8,1,1,4,1
216,731.5764255009091,23,0,1,1,1
1724,2198.176866880991,16,0,0,2,0
1593,1552.975198583433,6,0,1,3,1
2607,997.1005531727689,22,1,1,3,1
159,401.3511186065986,3,0,0,2,0
4782,1838.8422402224694,12,1,0,1,1
3314,3534.8826863825493,23,1,0,2,1
2842,1832.6038064195147,4,0,1,1,1
1777,1885.8986498166523,11,1,1,1,1
2053,1434.2133169243284,19,1,1,5,1
2296,982.8308440685834,4,1,0,1,1
1697,1222.9797078946665,10,0,1,2,1
2994,9120.729638335702,1,1,1,1,1
2470,2769.9384957830275,3,0,0,0,0
1947,1126.2018318198527,9,0,1,1,1
3810,1222.3839287036135,23,1,1,2,1
2784,1384.822933526416,6,0,0,1,0
3645,2153.589235161146,11,0,1,0,1
2501,1254.5624600017304,7,0,1,1,1
3646,2317.865793452998,22,0,0,5,0
2646,798.5321437389983,22,0,0,4,0
2350,1057.434904474961,22,1,0,1,1
1933,3990.9821847629187,15,0,0,1,0
3295,797.6910957454564,1,0,0,1,0
1758,6672.884009172909,2,0,0,3,0
1117,378.70429995653325,16,1,1,4,1
2568,553.2991516191976,14,0,0,4,0
3500,1246.0476327930664,17,0,0,1,0
493,3193.129516914498,9,1,1,0,1
3307,2630.371026074056,21,0,1,1,1
620,383.4497012955791,1,1,1,2,1
3233,540.1690457549046,16,0,1,1,1
3824,1712.5701987175057,15,0,0,2,0
2381,699.5823695046954,23,0,1,0,1
1547,1097.4888277739124,6,1,0,2,1
4959,1333.3773312579701,18,1,1,2,1
3564,1804.0164550704656,15,1,0,4,1
1606,578.1696435274916,0,0,0,3,0
3753,356.1973161221834,3,1,0,0,1
4676,1016.8682639735596,12,1,0,1,1
1891,171.1729123010599,9,1,0,0,1
1276,1496.3270933018985,10,0,0,5,0
2744,3660.2334977471883,18,1,0,5,1
2494,253.34005017581325,14,1,0,3,1
357,239.2130917735161,10,1,0,7,1
870,167.23674973037356,2,1,1,0,1
886,3765.9252138327865,1,0,0,1,0
2002,168.2961855040793,10,1,0,2,1
1284,8204.193310532366,9,1,1,2,1
620,887.3662856469325,2,0,0,2,0
883,797.2634950037257,4,1,1,3,1
797,192.21084646666216,14,1,1,3,1
3643,1762.0460886600158,3,0,0,4,0
3426,1763.2096687946507,16,0,0,1,0
1297,1361.6698855418492,0,1,0,2,1
4715,745.086499276447,0,0,0,3,0
245,919.5708746889521,11,1,0,3,1
2896,772.8060795448287,9,0,1,2,1
930,1110.7619637767627,8,1,1,3,1
520,836.4567427054402,8,0,0,2,0
3213,2251.046236538738,19,0,0,2,0
2410,701.3473249745167,19,0,1,1,1
8,864.1466704795442,13,1,0,4,1
2526,1143.4876693125268,22,0,1,2,1
3424,7.939406253145807,18,1,0,3,1
2020,1354.872784589764,9,1,0,2,1
4591,590.9441469304719,2,0,0,1,0
4283,115.57700960424259,19,1,0,2,1
3668,4838.716499707324,21,1,1,1,1
3672,778.4515668786336,16,1,0,4,1
2802,1110.5488733599552,2,1,0,2,1
86,3512.898457165097,11,1,0,2,1
3116,364.93666493888173,14,1,0,2,1
4233,3798.361675053862,4,0,0,2,0
2469,553.1887326301546,14,1,0,3,1
3620,1778.5085248944756,19,1,1,1,1
1637,2314.677100581403,23,0,0,3,0
3584,4708.050393531457,15,0,0,3,0
4010,1871.1407647821393,8,0,0,2,0
3327,1207.46066931369,7,1,1,2,1
2219,1698.5232188232299,10,0,1,0,1
2218,451.5000472782254,8,1,1,2,1
4968,2336.4028238618366,15,0,0,2,0
2370,413.7549091048152,13,1,1,1,1
3639,1629.4892178950631,14,1,1,3,1
2504,2085.997549519621,13,0,1,2,1
944,4577.0326557795825,23,1,1,3,1
2838,1196.3643969412276,9,0,0,2,0
2661,2986.2739632317066,12,1,1,3,1
2937,366.7173607717621,0,0,0,2,0
4445,339.6712123907952,22,1,1,3,1
3948,1488.0306621202715,8,0,1,0,1
1677,1814.3684698880293,16,0,0,2,0
1197,2001.1990232505755,16,0,1,0,1
4106,2738.2770711382786,9,1,1,5,1
2788,698.9206008220642,12,1,0,2,1
1462,1948.940213830688,17,0,1,2,1
3319,416.85256908313613,12,1,1,4,1
667,494.35439159584286,20,1,1,1,1
2177,139.36240603811186,23,0,0,1,0
3744,2748.7362140223504,12,0,1,2,1
601,1414.4636923766652,23,0,0,5,0
2653,544.1049222661048,9,1,0,0,1
4423,1624.9325563626826,19,1,1,0,1
3825,874.6553377078313,6,0,0,2,0
3907,3630.5874025586004,6,0,1,2,1
980,1502.1792985144814,8,1,0,3,1
2452,60.528190883542884,15,0,1,1,1
629,8412.155526044284,14,1,0,0,1
1630,154.40698363945828,2,0,1,1,1
3697,2381.180101040532,12,0,1,4,1
3431,1149.8603508842555,10,0,0,1,0
3675,573.545789145468,7,0,1,8,1
3930,2256.8541363188106,20,0,0,0,0
2766,269.11493189834016,20,1,1,2,1
4370,3907.3340906665726,23,0,0,3,0
4781,576.9967735263507,5,0,1,2,1
116,897.1220545229146,9,1,0,0,1
4957,2002.8457676322491,16,0,0,2,0
2004,2.0596913488615725,19,0,0,0,0
693,1280.1556632604947,8,0,1,0,1
3163,4493.334525083998,20,0,1,2,1
1106,2281.4680128858668,13,0,1,1,1
3009,981.7204146656591,19,1,1,0,1
2162,2160.1175184831654,12,1,1,4,1
154,5515.618553484792,0,0,1,1,1
3700,416.03041993312723,23,1,0,3,1
4411,1517.7536593293635,18,0,0,0,0
3787,535.0729457666449,8,1,1,3,1
1065,3851.37693325771,16,0,0,2,0
4201,2553.4472533007315,14,0,1,1,1
1914,3229.664071684129,19,0,1,1,1
1217,5729.823942492775,4,1,1,1,1
2402,528.7353585204788,3,1,1,0,1
1773,99.89192387590037,3,1,0,4,1
1961,687.5279300215263,14,1,0,4,1
2781,1018.7843320761152,4,1,1,3,1
4805,1962.5109899351341,16,1,0,1,1
4747,3196.052176163192,6,0,0,2,0
2872,860.960656205583,5,0,0,3,0
661,1282.9964484555367,14,1,1,4,1
2636,3078.585892264433,19,0,1,2,1
2330,510.63300523246915,13,0,0,1,0
3955,489.58217506050244,9,0,0,1,0
2451,1779.4582209146222,5,1,1,3,1
1133,1145.60359178119,9,1,1,2,1
700,5947.816441644238,22,1,1,0,1
2039,883.3161132526695,19,0,1,2,1
4648,2850.5328315593656,8,1,0,1,1
4501,1749.782976615758,12,0,1,4,1
4558,112.24374424573635,13,0,1,3,1
2180,176.3198137067597,0,0,1,5,1
2839,454.1939320148567,0,0,1,3,1
874,308.9909318326965,18,0,1,0,1
84,799.079862314214,8,0,0,2,0
1423,1730.1922357044816,4,1,1,0,1
2676,1844.4292018181711,16,0,1,2,1
3181,1772.3369203311495,15,0,1,4,1
4317,250.23919297281694,11,0,0,2,0
3976,1833.7088357329947,4,0,0,0,0
1392,1054.4076575047611,5,1,1,3,1
3219,4667.174777348436,19,0,0,0,0
4208,4860.477781885875,22,1,1,1,1
615,2923.5348821873686,10,0,0,2,0
2972,2428.7679667747675,18,1,1,2,1
3566,244.2284172828971,20,1,1,2,1
3577,176.99414910021153,5,1,1,2,1
4571,3675.6113086252594,22,0,0,2,0
271,1113.7943310819123,9,1,1,2,1
4067,1200.6338745189546,14,0,1,1,1
2469,3765.0288677646195,17,1,0,0,1
1391,1942.713632060194,20,1,0,4,1
3355,395.4566458497659,6,0,1,2,1
4136,474.0114501084331,22,1,1,1,1
3608,12.795180084782631,2,0,0,3,0
2584,2480.3753969604177,23,0,0,4,0
4074,1329.5535411477917,15,0,0,3,0
3076,5990.021581252076,12,1,0,1,1
3907,2503.6164575467083,16,1,0,6,1
290,217.73924356515988,3,1,0,1,1
2481,352.380288614382,18,1,1,2,1
3253,1393.2048733092129,3,1,1,1,1
279,5177.181640269034,11,0,1,1,1
2925,568.0471189817249,23,1,0,1,1
581,3492.5805056120494,3,0,1,2,1
4959,748.7249579219667,23,1,0,3,1
254,629.1398370624577,16,1,1,2,1
4277,4633.220967750665,23,0,1,3,1
4777,96.78782872608485,17,0,0,0,0
825,2161.9831313652526,21,0,1,1,1
3833,88.25388779372966,5,1,1,3,1
700,3226.5283120694744,18,1,1,2,1
1381,3536.9183430788075,4,0,1,4,1
3897,4476.528966063235,1,0,0,2,0
1674,411.8111197593664,10,1,0,3,1
2728,265.91604189873755,23,0,1,2,1
3157,1400.484770430321,23,0,0,2,0
3389,633.899434719092,12,0,0,2,0
4308,1864.3193210955224,4,1,0,2,1
384,1442.0536239480355,22,1,1,6,1
342,312.961709012943,7,1,1,0,1
1988,2688.5435679565167,10,0,0,1,0
4060,3257.0822297342615,3,0,1,3,1
4940,6596.001620575259,17,1,1,1,1
3110,1006.8358451872292,14,1,0,2,1
4083,824.1788072179125,4,0,1,1,1
4516,427.03668527827324,22,1,0,1,1
2799,399.0128818948939,11,0,0,3,0
3241,774.4252615240936,3,1,1,2,1
1989,8014.503636055235,3,1,1,1,1
3415,193.5916500509126,19,1,1,3,1
1850,600.4979513553948,8,1,1,3,1
306,179.80214400639247,8,1,1,1,1
3614,639.3953390016297,13,1,0,2,1
2750,193.90620890000417,23,0,0,4,0
4965,1419.809075168656,7,0,0,0,0
1136,1153.7729297174376,22,0,0,2,0
206,382.4428799780272,0,1,1,4,1
4592,384.27812744827224,23,1,1,3,1
3451,1967.5823301280877,10,1,1,2,1
3812,979.1766110550597,3,0,1,0,1
3623,115.67126987522536,16,1,0,2,1
3600,5056.278088154908,16,0,1,2,1
2552,1038.2280416859248,18,1,1,0,1
4309,1788.3128014851686,12,0,1,1,1
310,4332.823510335909,18,0,1,2,1
2709,1028.8608842256535,16,0,0,3,0
1992,3436.944106430841,23,1,1,2,1
272,4924.386516416517,19,0,0,3,0
3643,382.4841741476001,11,1,1,1,1
4087,4460.388588739954,19,0,0,2,0
1823,255.28597632783888,13,0,0,4,0
3274,643.518753291947,21,1,1,1,1
4539,3302.7236073291924,8,0,1,2,1
4350,4618.908227335926,11,0,0,1,0
521,2304.904731171263,23,1,1,1,1
977,221.47399619339944,16,0,0,5,0
3723,1480.4451944990135,15,0,0,1,0
3552,1700.22949040146,11,0,0,3,0
4106,662.1807337970604,9,0,1,1,1
2774,9487.90080791626,1,0,0,1,0
2553,817.8259609676414,2,0,1,1,1
2833,472.08975662118326,4,1,0,2,1
3908,233.3733382388653,15,0,1,1,1
153,951.2427935829901,20,0,0,1,0
2965,2359.3325106827715,12,1,1,3,1
2917,526.4136812306542,23,0,0,0,0
2801,2935.39253552312,17,1,1,1,1
1753,290.9795460039347,1,0,0,3,0
2611,1161.3088711737735,23,0,1,3,1
3876,2423.8334820500613,0,0,1,0,1
1105,290.7670540105964,8,1,0,3,1
2537,1821.8215098513422,17,1,1,4,1
4991,3208.4282843899077,4,0,1,0,1
4200,1810.4488612082512,2,0,0,0,0
3855,1432.683920667153,4,0,1,3,1
3495,3644.019498557681,11,1,1,3,1
1915,8456.257116520355,7,1,1,1,1
3073,400.10676672294073,7,0,1,3,1
1007,2351.0709528438133,21,1,0,2,1
407,168.19319492038773,6,1,1,3,1
167,87.57156435192071,1,1,1,4,1
509,659.2843460465665,0,1,0,2,1
1662,7075.394708455418,23,0,0,3,0
3665,1606.797727527116,0,1,1,1,1
3490,624.691044412908,7,0,1,1,1
4859,284.478037325423,16,0,0,3,0
681,5056.047627725341,22,1,1,4,1
2525,899.9834810146843,4,1,0,1,1
2121,732.5770718206563,13,1,1,3,1
4678,3903.341466799971,7,1,0,4,1
4358,1854.717674549088,19,1,0,1,1
1364,369.37537569092314,17,0,0,1,0
1332,1094.6698747747212,22,0,1,0,1
2293,5268.607199986428,6,0,0,1,0
1539,4629.3877093679575,23,0,1,3,1
3409,145.3775129937653,13,1,0,0,1
561,625.6256222012183,13,1,1,1,1
1100,335.74741808676544,5,1,1,0,1
1904,1526.3313596108962,2,1,1,2,1
175,2772.455262935274,20,0,1,1,1
2157,700.6565708899833,13,0,1,4,1
2231,2837.6026876105084,13,1,1,1,1
4288,2209.555953449724,2,0,0,0,0
4161,2605.5409858396597,9,0,1,1,1
3921,5922.4187442813445,8,1,1,3,1
1498,1105.4208823854385,20,1,0,2,1
3855,838.8279595353171,6,0,0,1,0
3172,2303.0593273641066,6,1,1,1,1
1568,3295.9120163306643,6,1,0,1,1
1152,425.0138716928328,11,1,0,0,1
369,3752.0168320625376,3,0,0,2,0
4947,119.18685073765984,19,1,1,2,1
43,12.828559308871776,12,0,0,2,0
1908,344.9653935888731,2,1,1,2,1
3491,7695.0177479165495,19,1,0,5,1
2536,1482.8495382320712,8,1,1,2,1
4174,95.37311091884968,20,0,0,0,0
2874,11738.978170392023,21,0,1,0,1
1825,2732.287548165075,19,1,1,2,1
1294,3640.3805545456844,12,1,0,1,1
4770,478.90292701809415,0,0,0,4,0
4797,222.86769598072533,22,1,1,4,1
4855,1447.5630860147544,22,0,1,2,1
3387,2958.3609842954284,5,1,0,1,1
2973,2031.01063567541,19,0,0,1,0
3923,1994.2388757837102,23,1,0,3,1
4998,2830.1786399199523,7,0,0,1,0
993,515.006343930568,16,1,0,4,1
2387,2166.5763015324683,23,1,0,2,1
2241,995.5248703762377,17,1,0,3,1
1477,144.61131682307771,3,1,0,1,1
3408,451.650804135075,11,1,1,2,1
390,3159.794523674714,21,1,0,3,1
1000,4525.396474304179,15,0,1,4,1
4621,664.8618995442883,17,1,0,2,1
1856,422.3334662041795,9,1,0,3,1
659,54.17619264637305,3,1,0,0,1
2764,5901.4179554785605,1,1,0,1,1
3664,2303.1081455172293,14,0,1,2,1
4987,6294.511051535857,8,0,0,0,0
1482,3987.984117859241,14,1,1,1,1
3732,832.4453051931634,4,1,1,4,1
452,239.10605528672292,18,1,0,3,1
2476,1382.5250946352583,2,1,1,2,1
3223,54.35969191102024,16,1,1,1,1
1538,324.84169954126105,12,1,1,1,1
3094,531.6653804551432,23,0,1,2,1
883,2191.11350003594,2,0,1,2,1
4409,1426.1997319612767,3,0,1,0,1
4069,720.2748803977713,17,0,1,2,1
4936,1663.7539478485737,23,1,1,2,1
2567,267.5260363544251,2,1,1,4,1
3278,2818.783134009851,13,0,1,1,1
375,2489.8336316999557,15,0,0,4,0
4547,487.97526445533475,11,1,1,1,1
3698,1864.7973204276195,10,0,0,4,0
3063,1399.548600164342,1,0,0,1,0
4691,125.48839574389281,0,1,0,3,1
3251,651.8866880582765,12,0,1,2,1
4596,15133.790719102997,17,1,1,3,1
4560,209.68943321187635,17,0,0,1,0
113,1412.105427821096,12,1,1,0,1
3198,3785.37636787275,3,1,1,1,1
2379,715.2132499379626,0,1,0,0,1
1925,604.1263437139285,14,0,0,1,0
140,4429.02117697219,16,0,0,2,0
1425,727.1975654894167,5,0,0,4,0
2950,2108.195712007763,4,0,0,3,0
3169,2696.5563179744618,0,1,1,1,1
517,3108.174339684899,21,0,0,3,0
2617,10502.729133644938,15,1,1,0,1
888,3251.0539979726454,13,0,0,1,0
3105,2140.120550530217,23,1,1,0,1
50,4516.439077580196,4,1,0,0,1
3952,4723.495075952097,2,1,1,2,1
3561,7236.205188346791,2,0,1,3,1
19,2996.3769215835437,11,0,0,2,0
4822,433.64546617797873,17,1,0,3,1
1474,2474.4118410053047,8,0,0,1,0
4062,156.20081388446084,22,1,0,1,1
2607,765.3425294413887,16,0,0,7,1
452,246.16098307295294,16,0,0,4,0
3766,5989.170139189922,19,0,0,0,0
2439,827.2590293875696,17,0,1,2,1
4311,2498.0494539726396,2,1,1,2,1
1550,1694.0818204720367,17,0,1,3,1
3475,227.4831062983913,14,0,1,3,1
128,1648.0815864008732,0,0,0,6,1
4856,2163.6492472886353,2,1,0,0,1
2762,4265.975920701741,6,1,1,2,1
4457,145.32557139597512,9,1,1,2,1
4665,700.9143007925861,8,1,1,3,1
1416,2357.526139794746,8,1,1,1,1
202,69.86962413867315,7,1,0,1,1
2370,455.1905314583576,5,0,0,4,0
518,493.51638104039915,0,1,0,3,1
1342,2213.247062944418,15,1,0,2,1
4777,673.6344947924257,23,0,1,2,1
1989,1830.5607961673263,23,0,1,0,1
3546,6724.825450768823,9,0,1,4,1
4521,3152.4220025662685,10,0,1,3,1
3803,809.6390470190242,11,1,1,2,1
3276,1278.8335981557611,21,1,1,1,1
3655,447.9725678797447,2,1,0,0,1
2435,31.689760059689203,5,1,1,2,1
4874,684.1790831065796,7,0,0,4,0
208,922.1943750767464,22,1,1,5,1
2634,1661.9110603064782,12,1,0,1,1
4118,5767.1889249601145,23,0,1,1,1
154,5907.3417008440265,18,0,0,0,0
3367,145.35279223878146,7,0,0,1,0
4315,1907.1841100331517,20,1,0,0,1
4765,86.55136070987241,22,1,0,3,1
1519,2088.7089121883287,12,0,1,1,1
2601,250.45323109369576,3,0,0,3,0
2196,5852.517835861146,2,1,1,0,1
4499,3995.187624038338,21,1,1,1,1
4692,45.16378608835111,19,0,1,4,1
3555,3047.729278904716,2,1,0,2,1
2415,2020.6376122926474,21,1,1,3,1
2850,1367.8563752646069,11,1,1,0,1
1743,1845.7974671751003,4,0,1,2,1
1307,2267.961240851076,5,0,1,1,1
3850,4316.233279631084,17,0,1,0,1
4169,2916.5060614206573,19,0,1,3,1
4577,1713.1109841990108,13,0,1,6,1
4656,3481.550977839441,4,1,1,2,1
4841,8673.793981775178,10,0,0,0,0
4196,713.8700151998378,8,1,0,1,1
2556,252.0806282203994,16,1,0,2,1
2306,2629.423372100526,11,0,0,4,0
4509,7688.386118298433,0,0,1,4,1
1089,248.1941775091158,0,0,0,2,0
2643,1130.2372043973276,3,0,0,3,0
1178,128.58140702333225,21,0,1,1,1
4917,2996.9735916346417,17,1,1,2,1
4758,5940.468876518553,16,0,0,0,0
2995,1382.2750204097217,11,1,0,3,1
560,1053.6429129006713,19,0,0,6,1
2965,4765.834522209047,23,0,0,1,0
1272,286.3287435873565,21,1,0,1,1
1814,4443.56494471704,11,0,1,3,1
2916,995.5753198861283,4,0,0,1,0
610,1639.2647968290576,0,1,0,2,1
2462,1502.790703541895,18,0,0,1,0
4121,1914.1169891177,6,0,1,1,1
284,5698.881262121454,14,0,0,4,0
2929,6037.061684918664,13,0,0,3,0
4397,3557.468539250213,2,0,0,2,0
1092,425.2582370092787,4,1,0,2,1
817,811.4792647383808,5,1,1,3,1
83,1338.177246190513,10,0,0,3,0
1921,4717.484379736405,18,1,0,5,1
3492,1471.545032939152,21,1,0,1,1
3145,7582.769403756204,1,0,0,0,0
2094,8250.577465601813,11,0,1,2,1
4714,1825.5152585910691,22,1,1,2,1
176,4199.212410426732,13,1,0,1,1
2705,14319.399301297175,8,1,1,2,1
4938,3790.4637772069527,19,0,1,0,1
370,2139.530857378659,15,1,0,5,1
1819,3730.3839765987864,16,1,0,5,1
2102,172.54343602373092,16,1,0,2,1
4786,2014.7370083432338,1,0,0,1,0
3491,488.02467571172014,9,1,0,1,1
1780,246.74044387066797,10,0,0,1,0
1365,4467.4478371487785,2,0,1,3,1
4463,2041.3309324706433,1,0,1,1,1
3343,558.2285512666621,3,1,0,2,1
4740,978.0705274903647,7,0,1,1,1
3677,7244.427296009071,18,0,1,1,1
2427,3963.643377064183,19,1,1,0,1
73,31.408935292198862,17,0,0,0,0
2963,7804.243879531858,0,0,1,0,1
860,919.4080204932958,23,0,1,0,1
3857,2377.6309582479644,22,0,1,0,1
4139,2494.293490351374,1,0,0,1,0
2425,4853.6778416933585,7,0,1,3,1
1065,4326.705298141508,9,1,1,2,1
2218,661.8183345102934,18,1,0,3,1
4018,2063.0411248262208,6,0,0,0,0
2260,1000.7786204886229,16,0,0,2,0
3752,1491.1716779255148,2,1,0,1,1
2087,1617.9176857577695,14,1,1,2,1
369,1009.4997233958609,3,0,1,3,1
2805,1246.8468287941148,16,0,1,2,1
151,467.25227408030344,10,0,1,0,1
1135,1871.1835246156606,5,1,1,4,1
2785,2845.5832369795867,16,1,0,3,1
4165,1123.329986678191,9,1,0,1,1
2347,7604.552186544057,0,0,1,2,1
4898,117.85823574126691,17,1,1,3,1
2251,1779.106188168503,13,0,0,2,0
61,1752.2215993936954,18,0,1,1,1
3011,73.94274872158765,17,0,1,2,1
3902,508.675574221125,23,1,1,1,1
1338,4719.212333345498,21,1,1,1,1
1185,1572.7807922952677,0,0,1,2,1
4427,1146.770874227784,21,0,1,3,1
1552,1073.9848337709825,0,0,1,1,1
4434,4381.386879805937,8,1,0,2,1
1630,914.6682172756684,13,1,0,2,1
1328,3920.3590203057097,2,0,1,0,1
1527,739.7884390992865,11,0,0,0,0
1674,1516.4553642969136,16,1,0,2,1
1362,310.5487507905392,16,0,1,3,1
1574,3486.285065762758,1,0,0,6,1
2687,2663.4219895558163,5,1,0,6,1
4371,1510.44122255441,0,1,1,1,1
2367,52.48530689839232,22,1,0,4,1
3758,1312.6946824768393,11,0,1,1,1
2435,510.29173318724787,3,0,0,2,0
1994,1066.7366091399842,22,1,0,0,1
870,3881.8162043745992,15,1,1,4,1
1015,2935.9053928072835,19,0,1,1,1
1912,554.0195412185203,10,1,1,2,1
603,8393.210830343613,19,1,1,3,1
3822,4670.433653297244,19,1,1,1,1
691,1504.4081970514474,9,0,0,2,0
